,timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
43,2015-01-05 19:00:00,1274,9.0,6.5,71.0,14.0,Broken Clouds,0.0,0.0,Winter
44,2015-01-05 20:00:00,696,9.0,7.0,71.0,14.0,Broken Clouds,0.0,0.0,Winter
45,2015-01-05 21:00:00,411,9.0,7.0,71.0,11.0,Broken Clouds,0.0,0.0,Winter
46,2015-01-05 22:00:00,324,9.0,7.5,71.0,10.0,Cloudy,0.0,0.0,Winter
47,2015-01-05 23:00:00,192,8.5,7.5,73.5,8.0,Cloudy,0.0,0.0,Winter
48,2015-01-06 00:00:00,91,8.0,6.5,76.0,8.0,Cloudy,0.0,0.0,Winter
49,2015-01-06 01:00:00,73,8.0,6.5,76.0,8.0,Cloudy,0.0,0.0,Winter
50,2015-01-06 02:00:00,33,8.0,6.0,76.0,11.0,Cloudy,0.0,0.0,Winter
51,2015-01-06 03:00:00,19,8.0,5.5,76.0,14.0,Cloudy,0.0,0.0,Winter
52,2015-01-06 04:00:00,40,8.5,6.5,73.5,11.0,Cloudy,0.0,0.0,Winter
53,2015-01-06 05:00:00,74,8.0,5.5,82.0,14.0,Cloudy,0.0,0.0,Winter
54,2015-01-06 06:00:00,530,8.0,5.0,84.5,15.0,Broken Clouds,0.0,0.0,Winter
55,2015-01-06 07:00:00,1715,9.0,7.0,82.0,13.0,Broken Clouds,0.0,0.0,Winter
56,2015-01-06 08:00:00,3534,9.0,7.0,82.0,12.0,Light Rain,0.0,0.0,Winter
57,2015-01-06 09:00:00,1573,9.0,6.5,87.0,16.0,Light Rain,0.0,0.0,Winter
58,2015-01-06 10:00:00,635,10.0,7.5,88.0,19.5,Broken Clouds,0.0,0.0,Winter
59,2015-01-06 11:00:00,550,10.0,8.0,88.0,18.0,Broken Clouds,0.0,0.0,Winter
60,2015-01-06 12:00:00,395,11.0,11.0,85.0,19.0,Light Rain,0.0,0.0,Winter
61,2015-01-06 13:00:00,426,9.5,6.0,84.5,27.5,Broken Clouds,0.0,0.0,Winter
62,2015-01-06 14:00:00,579,9.0,6.0,71.0,26.0,Broken Clouds,0.0,0.0,Winter
63,2015-01-06 15:00:00,718,8.0,4.5,71.0,23.0,Few Clouds,0.0,0.0,Winter
64,2015-01-06 16:00:00,1184,8.0,5.0,68.5,19.5,Few Clouds,0.0,0.0,Winter
65,2015-01-06 17:00:00,2662,7.5,4.0,71.0,22.0,Clear,0.0,0.0,Winter
66,2015-01-06 18:00:00,2610,7.0,4.0,71.0,17.5,Clear,0.0,0.0,Winter
67,2015-01-06 19:00:00,1402,6.0,3.0,76.0,15.0,Clear,0.0,0.0,Winter
68,2015-01-06 20:00:00,720,5.5,2.5,78.5,15.0,Clear,0.0,0.0,Winter
69,2015-01-06 21:00:00,494,5.0,2.0,81.0,15.0,Clear,0.0,0.0,Winter
70,2015-01-06 22:00:00,344,4.5,1.5,81.0,13.0,Clear,0.0,0.0,Winter
71,2015-01-06 23:00:00,212,4.0,1.0,84.0,12.0,Clear,0.0,0.0,Winter
72,2015-01-07 00:00:00,102,4.0,1.0,81.0,12.0,Clear,0.0,0.0,Winter
73,2015-01-07 01:00:00,60,4.0,1.0,81.0,11.0,Clear,0.0,0.0,Winter
74,2015-01-07 02:00:00,33,4.0,1.5,81.0,10.0,Clear,0.0,0.0,Winter
75,2015-01-07 03:00:00,26,3.5,1.0,84.0,9.0,Few Clouds,0.0,0.0,Winter
76,2015-01-07 04:00:00,33,4.0,1.5,81.0,10.0,Few Clouds,0.0,0.0,Winter
77,2015-01-07 05:00:00,80,4.0,2.0,87.0,9.0,Clear,0.0,0.0,Winter
78,2015-01-07 06:00:00,526,5.0,2.5,81.0,10.0,Clear,0.0,0.0,Winter
79,2015-01-07 07:00:00,1757,5.5,2.5,81.0,13.0,Clear,0.0,0.0,Winter
80,2015-01-07 08:00:00,3618,6.5,3.5,81.0,15.0,Few Clouds,0.0,0.0,Winter
81,2015-01-07 09:00:00,1714,8.0,5.0,76.0,19.0,Broken Clouds,0.0,0.0,Winter
82,2015-01-07 10:00:00,763,8.0,5.0,82.0,19.5,Few Clouds,0.0,0.0,Winter
83,2015-01-07 11:00:00,690,9.0,6.0,76.0,21.0,Few Clouds,0.0,0.0,Winter
84,2015-01-07 12:00:00,913,9.0,5.5,76.0,27.0,Few Clouds,0.0,0.0,Winter
85,2015-01-07 13:00:00,982,9.5,6.0,71.5,28.0,Few Clouds,0.0,0.0,Winter
86,2015-01-07 14:00:00,783,10.0,6.5,62.0,28.5,Few Clouds,0.0,0.0,Winter
87,2015-01-07 15:00:00,794,9.0,6.0,68.5,25.0,Few Clouds,0.0,0.0,Winter
88,2015-01-07 16:00:00,1171,9.0,6.0,76.0,25.0,Broken Clouds,0.0,0.0,Winter
89,2015-01-07 17:00:00,2647,9.5,6.5,71.5,24.0,Broken Clouds,0.0,0.0,Winter
90,2015-01-07 18:00:00,2579,10.0,7.0,71.0,30.0,Broken Clouds,0.0,0.0,Winter
91,2015-01-07 20:00:00,657,10.0,6.5,79.0,30.5,Broken Clouds,0.0,0.0,Winter
92,2015-01-07 21:00:00,516,10.0,7.0,82.0,27.0,Light Rain,0.0,0.0,Winter
93,2015-01-07 22:00:00,414,10.0,7.0,82.0,27.0,Light Rain,0.0,0.0,Winter
94,2015-01-07 23:00:00,206,10.0,7.0,85.0,24.0,Light Rain,0.0,0.0,Winter
95,2015-01-08 00:00:00,123,11.0,11.0,82.0,26.0,Cloudy,0.0,0.0,Winter
96,2015-01-08 01:00:00,56,11.5,11.5,85.0,24.0,Broken Clouds,0.0,0.0,Winter
97,2015-01-08 02:00:00,51,12.0,12.0,82.0,25.0,Broken Clouds,0.0,0.0,Winter
98,2015-01-08 03:00:00,33,12.0,12.0,85.0,22.0,Broken Clouds,0.0,0.0,Winter
99,2015-01-08 04:00:00,32,12.0,12.0,88.0,20.5,Light Rain,0.0,0.0,Winter
100,2015-01-08 05:00:00,87,12.0,12.0,80.0,20.5,Light Rain,0.0,0.0,Winter
101,2015-01-08 06:00:00,511,11.5,11.5,74.5,17.0,Broken Clouds,0.0,0.0,Winter
102,2015-01-08 07:00:00,982,10.5,9.5,82.5,17.0,Light Rain,0.0,0.0,Winter
103,2015-01-08 08:00:00,1228,9.5,7.5,87.5,14.0,Light Rain,0.0,0.0,Winter
104,2015-01-08 09:00:00,573,9.0,7.0,87.0,13.0,Light Rain,0.0,0.0,Winter
105,2015-01-08 10:00:00,185,9.0,7.0,87.0,14.0,Light Rain,0.0,0.0,Winter
106,2015-01-08 11:00:00,193,9.0,6.0,82.0,20.5,Light Rain,0.0,0.0,Winter
107,2015-01-08 12:00:00,522,9.0,6.5,84.5,17.0,Few Clouds,0.0,0.0,Winter
108,2015-01-08 13:00:00,672,9.0,5.5,79.0,27.0,Few Clouds,0.0,0.0,Winter
109,2015-01-08 14:00:00,761,10.0,7.0,71.0,22.0,Few Clouds,0.0,0.0,Winter
110,2015-01-08 15:00:00,781,9.0,6.0,71.0,22.0,Few Clouds,0.0,0.0,Winter
111,2015-01-08 16:00:00,1212,9.0,6.0,71.0,19.5,Few Clouds,0.0,0.0,Winter
112,2015-01-08 17:00:00,2351,9.0,6.0,76.0,22.0,Few Clouds,0.0,0.0,Winter
113,2015-01-08 18:00:00,2110,8.5,5.5,73.5,22.5,Clear,0.0,0.0,Winter
114,2015-01-08 19:00:00,1239,8.0,5.0,73.5,20.5,Clear,0.0,0.0,Winter
115,2015-01-08 20:00:00,752,8.0,5.0,76.0,17.0,Clear,0.0,0.0,Winter
116,2015-01-08 21:00:00,457,8.0,4.5,76.0,20.5,Clear,0.0,0.0,Winter
117,2015-01-08 22:00:00,423,8.5,5.5,73.5,21.0,Clear,0.0,0.0,Winter
118,2015-01-08 23:00:00,267,9.0,5.5,76.0,27.0,Few Clouds,0.0,0.0,Winter
119,2015-01-09 00:00:00,147,10.0,7.0,71.0,28.0,Few Clouds,0.0,0.0,Winter
120,2015-01-09 01:00:00,60,10.0,7.0,73.5,30.0,Light Rain,0.0,0.0,Winter
121,2015-01-09 02:00:00,65,10.0,6.5,79.0,29.5,Light Rain,0.0,0.0,Winter
122,2015-01-09 03:00:00,42,11.0,11.0,79.5,29.0,Broken Clouds,0.0,0.0,Winter
123,2015-01-09 04:00:00,47,11.0,11.0,85.0,33.0,Broken Clouds,0.0,0.0,Winter
124,2015-01-09 05:00:00,85,11.5,11.5,85.0,33.0,Broken Clouds,0.0,0.0,Winter
125,2015-01-09 06:00:00,441,12.0,12.0,82.0,32.5,Broken Clouds,0.0,0.0,Winter
126,2015-01-09 07:00:00,1593,12.0,12.0,82.0,31.5,Broken Clouds,0.0,0.0,Winter
127,2015-01-09 08:00:00,3505,12.0,12.0,79.5,25.0,Few Clouds,0.0,0.0,Winter
128,2015-01-09 09:00:00,1768,12.0,12.0,74.5,30.0,Few Clouds,0.0,0.0,Winter
129,2015-01-09 10:00:00,799,12.5,12.5,69.5,29.5,Clear,0.0,0.0,Winter
130,2015-01-09 11:00:00,806,13.0,13.0,67.0,28.0,Clear,0.0,0.0,Winter
131,2015-01-09 12:00:00,1052,13.0,13.0,67.0,26.0,Clear,0.0,0.0,Winter
132,2015-01-09 13:00:00,1078,13.0,13.0,63.0,30.0,Clear,0.0,0.0,Winter
133,2015-01-09 14:00:00,976,13.0,13.0,63.0,26.0,Few Clouds,0.0,0.0,Winter
134,2015-01-09 15:00:00,912,13.5,13.5,67.5,33.5,Light Rain,0.0,0.0,Winter
135,2015-01-09 16:00:00,1229,13.0,13.0,79.5,37.0,Light Rain,0.0,0.0,Winter
136,2015-01-09 17:00:00,2409,13.5,13.5,85.0,35.0,Light Rain,0.0,0.0,Winter
137,2015-01-09 18:00:00,1983,15.0,15.0,82.0,36.0,Light Rain,0.0,0.0,Winter
138,2015-01-09 19:00:00,1094,15.5,15.5,77.0,41.0,Light Rain,0.0,0.0,Winter
139,2015-01-09 20:00:00,686,15.0,15.0,72.0,44.0,Broken Clouds,0.0,0.0,Winter
140,2015-01-09 21:00:00,443,15.0,15.0,68.0,41.0,Broken Clouds,0.0,0.0,Winter
141,2015-01-09 22:00:00,464,15.0,15.0,68.0,40.0,Broken Clouds,0.0,0.0,Winter
142,2015-01-09 23:00:00,420,14.0,14.0,77.0,41.5,Cloudy,0.0,0.0,Winter
143,2015-01-10 00:00:00,392,14.0,14.0,77.0,39.0,Cloudy,0.0,1.0,Winter
144,2015-01-10 01:00:00,277,14.0,14.0,77.0,40.0,Cloudy,0.0,1.0,Winter
145,2015-01-10 02:00:00,189,14.0,14.0,72.0,40.5,Broken Clouds,0.0,1.0,Winter
146,2015-01-10 03:00:00,153,13.0,13.0,77.0,41.0,Broken Clouds,0.0,1.0,Winter
147,2015-01-10 04:00:00,90,13.0,13.0,77.0,36.0,Broken Clouds,0.0,1.0,Winter
148,2015-01-10 05:00:00,52,13.0,13.0,77.0,35.0,Broken Clouds,0.0,1.0,Winter
149,2015-01-10 06:00:00,69,13.0,13.0,82.0,35.0,Light Rain,0.0,1.0,Winter
150,2015-01-10 07:00:00,143,13.0,13.0,79.5,35.0,Broken Clouds,0.0,1.0,Winter
151,2015-01-10 08:00:00,321,14.0,14.0,74.5,40.0,Broken Clouds,0.0,1.0,Winter
152,2015-01-10 09:00:00,619,14.0,14.0,77.0,48.0,Broken Clouds,0.0,1.0,Winter
153,2015-01-10 10:00:00,757,14.0,14.0,74.5,41.0,Light Rain,0.0,1.0,Winter
154,2015-01-10 11:00:00,800,11.5,11.5,67.5,42.5,Broken Clouds,0.0,1.0,Winter
155,2015-01-10 12:00:00,1191,11.5,11.5,58.0,41.5,Few Clouds,0.0,1.0,Winter
156,2015-01-10 13:00:00,1395,10.5,8.5,54.0,38.0,Broken Clouds,0.0,1.0,Winter
157,2015-01-10 14:00:00,1358,9.0,4.5,54.0,42.5,Broken Clouds,0.0,1.0,Winter
158,2015-01-10 15:00:00,1436,9.0,5.0,48.0,35.0,Few Clouds,0.0,1.0,Winter
159,2015-01-10 16:00:00,1270,8.0,4.0,51.5,27.0,Clear,0.0,1.0,Winter
160,2015-01-10 17:00:00,1054,8.0,4.0,51.5,29.0,Few Clouds,0.0,1.0,Winter
161,2015-01-10 18:00:00,849,7.0,3.0,55.0,26.0,Clear,0.0,1.0,Winter
162,2015-01-10 19:00:00,720,6.0,2.0,57.0,26.0,Clear,0.0,1.0,Winter
163,2015-01-10 20:00:00,556,6.0,2.0,57.0,25.0,Clear,0.0,1.0,Winter
164,2015-01-10 21:00:00,349,6.0,2.0,57.0,21.0,Clear,0.0,1.0,Winter
165,2015-01-10 22:00:00,335,5.0,1.0,66.0,20.0,Clear,0.0,1.0,Winter
166,2015-01-10 23:00:00,334,5.0,1.0,66.0,19.5,Clear,0.0,1.0,Winter
167,2015-01-11 00:00:00,360,4.5,0.5,72.5,22.0,Clear,0.0,1.0,Winter
168,2015-01-11 01:00:00,255,4.0,-0.5,75.0,22.0,Clear,0.0,1.0,Winter
169,2015-01-11 02:00:00,198,4.0,-0.5,75.0,23.0,Clear,0.0,1.0,Winter
170,2015-01-11 03:00:00,135,4.0,-1.0,75.0,27.0,Few Clouds,0.0,1.0,Winter
171,2015-01-11 04:00:00,74,4.0,-1.0,72.5,28.0,Clear,0.0,1.0,Winter
172,2015-01-11 05:00:00,57,4.0,-1.0,70.0,27.0,Clear,0.0,1.0,Winter
173,2015-01-11 06:00:00,67,4.5,0.0,68.0,24.0,Clear,0.0,1.0,Winter
174,2015-01-11 07:00:00,93,5.0,1.0,66.0,24.0,Clear,0.0,1.0,Winter
175,2015-01-11 08:00:00,241,5.0,0.0,66.0,29.5,Clear,0.0,1.0,Winter
176,2015-01-11 09:00:00,538,5.5,0.5,63.5,29.0,Clear,0.0,1.0,Winter
177,2015-01-11 10:00:00,922,6.5,2.0,61.0,30.0,Clear,0.0,1.0,Winter
178,2015-01-11 11:00:00,1248,7.5,3.5,59.0,27.0,Clear,0.0,1.0,Winter
179,2015-01-11 12:00:00,1555,8.5,4.5,55.5,27.0,Clear,0.0,1.0,Winter
180,2015-01-11 13:00:00,1813,9.0,5.0,56.0,28.0,Few Clouds,0.0,1.0,Winter
181,2015-01-11 14:00:00,1639,9.0,5.0,60.0,28.0,Few Clouds,0.0,1.0,Winter
182,2015-01-11 15:00:00,1464,8.5,5.0,64.0,26.0,Broken Clouds,0.0,1.0,Winter
183,2015-01-11 16:00:00,1097,8.0,4.5,66.0,23.0,Broken Clouds,0.0,1.0,Winter
184,2015-01-11 17:00:00,827,8.0,5.0,71.0,20.5,Light Rain,0.0,1.0,Winter
185,2015-01-11 18:00:00,519,8.0,4.0,73.5,25.0,Light Rain,0.0,1.0,Winter
186,2015-01-11 19:00:00,493,8.0,4.0,73.5,24.0,Broken Clouds,0.0,1.0,Winter
187,2015-01-11 20:00:00,315,8.0,4.5,71.0,26.0,Light Rain,0.0,1.0,Winter
188,2015-01-11 21:00:00,260,8.0,4.0,71.0,30.0,Light Rain,0.0,1.0,Winter
189,2015-01-11 22:00:00,237,9.0,5.0,66.0,37.0,Light Rain,0.0,1.0,Winter
190,2015-01-11 23:00:00,168,9.0,5.0,71.0,30.5,Broken Clouds,0.0,1.0,Winter
191,2015-01-12 00:00:00,117,9.0,5.0,68.5,29.0,Few Clouds,0.0,0.0,Winter
192,2015-01-12 01:00:00,45,10.0,6.0,60.0,34.0,Cloudy,0.0,0.0,Winter
193,2015-01-12 02:00:00,29,10.0,7.0,64.5,30.0,Cloudy,0.0,0.0,Winter
194,2015-01-12 03:00:00,36,10.0,6.5,67.0,30.5,Broken Clouds,0.0,0.0,Winter
195,2015-01-12 04:00:00,26,10.0,6.5,67.0,33.5,Broken Clouds,0.0,0.0,Winter
196,2015-01-12 05:00:00,86,10.0,6.0,67.0,35.0,Broken Clouds,0.0,0.0,Winter
197,2015-01-12 06:00:00,433,10.0,6.0,73.5,31.0,Light Rain,0.0,0.0,Winter
198,2015-01-12 07:00:00,1541,10.0,7.0,76.0,30.0,Light Rain,0.0,0.0,Winter
199,2015-01-12 08:00:00,3418,10.0,6.0,76.0,31.0,Broken Clouds,0.0,0.0,Winter
200,2015-01-12 09:00:00,1832,11.5,11.5,67.0,32.5,Broken Clouds,0.0,0.0,Winter
201,2015-01-12 10:00:00,723,12.0,12.0,67.0,33.0,Broken Clouds,0.0,0.0,Winter
202,2015-01-12 11:00:00,654,12.0,12.0,74.5,39.0,Broken Clouds,0.0,0.0,Winter
203,2015-01-12 12:00:00,700,12.0,12.0,79.5,29.5,Broken Clouds,0.0,0.0,Winter
204,2015-01-12 13:00:00,631,12.0,12.0,79.5,29.5,Broken Clouds,0.0,0.0,Winter
205,2015-01-12 14:00:00,520,12.5,12.5,77.0,33.0,Light Rain,0.0,0.0,Winter
206,2015-01-12 15:00:00,374,12.0,12.0,82.0,25.0,Light Rain,0.0,0.0,Winter
207,2015-01-12 16:00:00,669,12.0,12.0,82.0,22.5,Light Rain,0.0,0.0,Winter
208,2015-01-12 17:00:00,1510,11.5,11.5,88.0,22.0,Light Rain,0.0,0.0,Winter
209,2015-01-12 18:00:00,1186,11.0,11.0,94.0,22.0,Light Rain,0.0,0.0,Winter
210,2015-01-12 19:00:00,1136,11.5,11.5,85.0,22.0,Light Rain,0.0,0.0,Winter
211,2015-01-12 20:00:00,753,12.0,12.0,82.0,20.0,Cloudy,0.0,0.0,Winter
212,2015-01-12 21:00:00,510,12.0,12.0,85.0,18.5,Light Rain,0.0,0.0,Winter
213,2015-01-12 22:00:00,184,12.0,12.0,88.0,21.0,Light Rain,0.0,0.0,Winter
214,2015-01-12 23:00:00,86,12.0,12.0,88.0,23.0,Light Rain,0.0,0.0,Winter
215,2015-01-13 00:00:00,64,12.0,12.0,88.0,25.0,Light Rain,0.0,0.0,Winter
216,2015-01-13 01:00:00,29,12.0,12.0,88.0,30.0,Light Rain,0.0,0.0,Winter
217,2015-01-13 02:00:00,21,11.5,11.5,88.0,24.5,Light Rain,0.0,0.0,Winter
218,2015-01-13 03:00:00,13,11.0,11.0,85.0,19.0,Light Rain,0.0,0.0,Winter
219,2015-01-13 04:00:00,33,11.0,11.0,82.0,21.0,Light Rain,0.0,0.0,Winter
220,2015-01-13 05:00:00,113,10.5,9.0,79.5,21.0,Light Rain,0.0,0.0,Winter
221,2015-01-13 06:00:00,600,10.0,7.5,82.0,20.5,Few Clouds,0.0,0.0,Winter
222,2015-01-13 07:00:00,1584,9.5,6.5,79.0,21.0,Light Rain,0.0,0.0,Winter
223,2015-01-13 08:00:00,3960,9.0,6.5,71.0,16.0,Few Clouds,0.0,0.0,Winter
224,2015-01-13 09:00:00,2090,9.0,6.0,71.0,18.0,Few Clouds,0.0,0.0,Winter
225,2015-01-13 10:00:00,960,9.0,6.5,71.0,17.5,Clear,0.0,0.0,Winter
226,2015-01-13 11:00:00,866,9.0,6.0,68.5,18.0,Few Clouds,0.0,0.0,Winter
227,2015-01-13 12:00:00,1019,9.5,6.5,64.0,20.5,Light Rain,0.0,0.0,Winter
228,2015-01-13 13:00:00,719,9.0,5.5,73.5,27.5,Light Rain,0.0,0.0,Winter
229,2015-01-13 14:00:00,811,8.5,4.5,71.0,29.0,Light Rain,0.0,0.0,Winter
230,2015-01-13 15:00:00,883,8.0,4.5,73.5,21.5,Few Clouds,0.0,0.0,Winter
231,2015-01-13 16:00:00,1391,7.5,4.0,68.5,23.0,Few Clouds,0.0,0.0,Winter
232,2015-01-13 17:00:00,2886,7.0,3.0,71.0,22.0,Few Clouds,0.0,0.0,Winter
233,2015-01-13 18:00:00,2659,7.0,4.5,71.0,14.0,Light Rain,0.0,0.0,Winter
234,2015-01-13 19:00:00,1548,6.0,2.5,76.0,19.5,Light Rain,0.0,0.0,Winter
235,2015-01-13 20:00:00,947,5.5,1.5,76.0,21.0,Few Clouds,0.0,0.0,Winter
236,2015-01-13 21:00:00,660,5.0,1.0,76.0,23.0,Few Clouds,0.0,0.0,Winter
237,2015-01-13 22:00:00,501,5.0,2.0,76.0,17.0,Clear,0.0,0.0,Winter
238,2015-01-13 23:00:00,340,5.0,1.0,70.0,19.5,Clear,0.0,0.0,Winter
239,2015-01-14 00:00:00,168,5.0,0.5,66.0,26.0,Clear,0.0,0.0,Winter
240,2015-01-14 01:00:00,79,5.0,0.0,66.0,30.0,Clear,0.0,0.0,Winter
241,2015-01-14 02:00:00,60,5.0,0.5,66.0,24.0,Clear,0.0,0.0,Winter
242,2015-01-14 03:00:00,54,4.5,0.5,72.5,21.0,Clear,0.0,0.0,Winter
243,2015-01-14 04:00:00,44,4.5,1.5,72.5,14.0,Clear,0.0,0.0,Winter
244,2015-01-14 05:00:00,93,5.0,1.5,70.0,17.5,Clear,0.0,0.0,Winter
245,2015-01-14 06:00:00,560,5.0,1.0,70.0,23.0,Broken Clouds,0.0,0.0,Winter
246,2015-01-14 07:00:00,1820,4.5,-1.0,68.0,30.5,Few Clouds,0.0,0.0,Winter
247,2015-01-14 08:00:00,3904,4.0,-1.0,70.0,26.0,Few Clouds,0.0,0.0,Winter
248,2015-01-14 09:00:00,2064,4.5,-0.5,68.0,29.0,Few Clouds,0.0,0.0,Winter
249,2015-01-14 10:00:00,841,5.0,0.0,70.0,30.5,Few Clouds,0.0,0.0,Winter
250,2015-01-14 11:00:00,732,5.5,1.0,65.5,27.0,Few Clouds,0.0,0.0,Winter
251,2015-01-14 12:00:00,1013,6.5,2.5,59.0,27.0,Few Clouds,0.0,0.0,Winter
252,2015-01-14 13:00:00,1066,7.0,3.0,57.0,24.0,Few Clouds,0.0,0.0,Winter
253,2015-01-14 14:00:00,913,7.0,3.5,55.0,22.0,Few Clouds,0.0,0.0,Winter
254,2015-01-14 15:00:00,969,7.0,4.0,55.0,18.0,Clear,0.0,0.0,Winter
255,2015-01-14 16:00:00,1365,7.0,4.5,59.0,16.0,Clear,0.0,0.0,Winter
256,2015-01-14 17:00:00,2638,7.5,4.5,64.0,16.0,Few Clouds,0.0,0.0,Winter
257,2015-01-14 18:00:00,1974,8.0,4.5,71.0,21.5,Few Clouds,0.0,0.0,Winter
258,2015-01-14 19:00:00,1254,9.0,5.5,71.0,27.0,Broken Clouds,0.0,0.0,Winter
259,2015-01-14 20:00:00,885,10.0,6.0,69.0,31.0,Broken Clouds,0.0,0.0,Winter
260,2015-01-14 21:00:00,537,10.0,6.0,71.0,38.0,Light Rain,0.0,0.0,Winter
261,2015-01-14 22:00:00,344,9.5,5.5,76.5,39.0,Light Rain,0.0,0.0,Winter
262,2015-01-14 23:00:00,188,10.0,6.0,79.0,40.0,Snowfall,0.0,0.0,Winter
263,2015-01-15 00:00:00,91,10.0,6.0,82.0,40.0,Light Rain,0.0,0.0,Winter
264,2015-01-15 01:00:00,66,11.0,11.0,79.5,40.0,Snowfall,0.0,0.0,Winter
265,2015-01-15 02:00:00,25,11.0,11.0,82.0,44.5,Snowfall,0.0,0.0,Winter
266,2015-01-15 03:00:00,23,11.5,11.5,79.5,45.0,Light Rain,0.0,0.0,Winter
267,2015-01-15 04:00:00,23,11.0,11.0,77.0,37.0,Snowfall,0.0,0.0,Winter
268,2015-01-15 05:00:00,62,10.0,6.5,79.0,31.5,Light Rain,0.0,0.0,Winter
